duplication_type	pair_age	gene1	gene2	Ks
PD	young	Pbre1_05G192400	Pbre1_05G192800	0.0175374
TD	young	Pbre1_05G252600	Pbre1_05G252800	0.0199519
TRD	old	Pbre1_10G116400	Pbre1_07G443800	0.455781
PD	young	Pbre1_07G240800	Pbre1_07G241400	0.0129439
TD	young	Pbre1_11G448800	Pbre1_11G449000	0.0670725
TRD	old	Pbre1_10G282600	Pbre1_07G403000	0.263071
TRD	old	Pbre1_07G051400	Pbre1_12G129200	0.187216
TD	young	Pbre1_05G330600	Pbre1_05G330800	0.0294178
TRD	old	Pbre1_03G239000	Pbre1_02G044800	0.121187
TD	old	Pbre1_08G112200	Pbre1_08G112400	0.112322
PD	young	Pbre1_01G141400	Pbre1_01G142000	0.0296969
TRD	old	Pbre1_11G524600	Pbre1_03G486200	0.169882
TD	old	Pbre1_07G061400	Pbre1_07G061600	0.139059
PD	old	Pbre1_11G441200	Pbre1_11G441800	0.163251
PD	old	Pbre1_16G112400	Pbre1_16G112800	0.221177
PD	old	Pbre1_10G537200	Pbre1_10G537800	0.417615
TRD	old	Pbre1_17G490200	Pbre1_09G473000	0.175843
TRD	old	Pbre1_09G374600	Pbre1_17G394600	0.212473
TD	old	Pbre1_13G479200	Pbre1_13G479400	0.17881
PD	young	Pbre1_02G421200	Pbre1_02G422400	0.028602
TD	old	Pbre1_08G109200	Pbre1_08G109400	0.300227
TRD	old	Pbre1_14G320600	Pbre1_10G349600	0.115047
TD	young	Pbre1_05G093000	Pbre1_05G093200	0.0387192
TRD	old	Pbre1_07G075600	Pbre1_02G424600	0.148263
PD	young	Pbre1_01G387000	Pbre1_01G387400	0.0951151
TD	young	Pbre1_17G218600	Pbre1_17G218800	0.0589128
TRD	young	Pbre1_04G139200	Pbre1_05G172600	0.0203659
TRD	old	Pbre1_02G491000	Pbre1_07G024000	0.201627
TRD	old	Pbre1_14G033000	Pbre1_12G039400	0.197281
TD	old	Pbre1_16G390800	Pbre1_16G391000	0.323067
PD	young	Pbre1_01G201000	Pbre1_01G201400	0.077363
TRD	old	Pbre1_05G060200	Pbre1_08G073200	0.196489
TRD	old	Pbre1_07G291000	Pbre1_17G101600	0.160405
TRD	old	Pbre1_15G233400	Pbre1_15G089600	0.14354
TRD	old	Pbre1_16G414200	Pbre1_09G271600	0.424327
TRD	young	Pbre1_06G331200	Pbre1_14G368800	0.0882399
PD	young	Pbre1_09G022400	Pbre1_09G022800	0.0243915
TD	young	Pbre1_03G064400	Pbre1_03G064600	0.077364
TRD	old	Pbre1_09G197000	Pbre1_09G171600	0.14383
PD	old	Pbre1_05G350000	Pbre1_05G351000	0.283152
TRD	old	Pbre1_08G324200	Pbre1_15G681200	0.127159
PD	old	Pbre1_11G123600	Pbre1_11G124000	0.139018
PD	young	Pbre1_15G762400	Pbre1_15G762800	0.071316
TRD	old	Pbre1_16G254000	Pbre1_03G403800	0.293412
PD	old	Pbre1_01G201200	Pbre1_01G201800	0.172023
TRD	old	Pbre1_02G467000	Pbre1_07G040600	0.156126
TD	old	Pbre1_14G322200	Pbre1_14G322400	0.149953
TRD	old	Pbre1_07G247200	Pbre1_01G166600	0.169968
PD	old	Pbre1_10G080600	Pbre1_10G081200	0.163838
PD	old	Pbre1_02G449600	Pbre1_02G450000	0.432571
TD	young	Pbre1_01G374400	Pbre1_01G374600	0.0301281
TRD	old	Pbre1_14G122400	Pbre1_12G119000	0.219081
TD	old	Pbre1_08G389800	Pbre1_08G390000	0.172953
TRD	old	Pbre1_15G324000	Pbre1_02G072800	0.328291
TD	old	Pbre1_01G230800	Pbre1_01G231000	0.43642
TRD	old	Pbre1_15G577000	Pbre1_11G178200	0.221973
TRD	young	Pbre1_02G354800	Pbre1_02G102800	0.0395761
TRD	old	Pbre1_13G003000	Pbre1_16G002400	0.159173
PD	old	Pbre1_10G263800	Pbre1_10G265400	0.14881
TRD	young	Pbre1_11G183000	Pbre1_17G140200	0.0998192
TD	old	Pbre1_05G361200	Pbre1_05G361400	0.294155
TD	young	Pbre1_06G310600	Pbre1_06G310800	0.0690375
TD	old	Pbre1_05G232800	Pbre1_05G233000	0.330728
PD	old	Pbre1_03G450400	Pbre1_03G450800	0.424715
TD	young	Pbre1_07G395800	Pbre1_07G396000	0.0975417
TRD	old	Pbre1_17G492600	Pbre1_09G473800	0.201993
PD	young	Pbre1_01G326200	Pbre1_01G327200	0.0267545
PD	old	Pbre1_04G293800	Pbre1_04G294400	0.199947
TRD	old	Pbre1_07G046600	Pbre1_02G460000	0.166168
TD	old	Pbre1_08G145400	Pbre1_08G145600	0.317765
TRD	young	Pbre1_16G036000	Pbre1_02G505200	0.0627909
TD	old	Pbre1_09G055800	Pbre1_09G056000	0.376868
TRD	old	Pbre1_04G106200	Pbre1_07G136600	0.106024
PD	young	Pbre1_02G379400	Pbre1_02G380200	0.0490957
TRD	old	Pbre1_03G478400	Pbre1_11G510800	0.3732
TD	old	Pbre1_05G383200	Pbre1_05G383400	0.304477
PD	young	Pbre1_17G328600	Pbre1_17G329000	0.0673871
TD	old	Pbre1_02G447000	Pbre1_02G447200	0.12934
PD	old	Pbre1_13G489600	Pbre1_13G490400	0.171425
PD	young	Pbre1_08G356600	Pbre1_08G357200	0.0431501
PD	young	Pbre1_02G015400	Pbre1_02G015800	0.0894805
TRD	old	Pbre1_12G363800	Pbre1_12G337200	0.128815
TRD	old	Pbre1_08G171800	Pbre1_16G410200	0.372038
TRD	old	Pbre1_17G195800	Pbre1_16G424800	0.367668
PD	old	Pbre1_09G116600	Pbre1_09G117400	0.145191
PD	young	Pbre1_05G299200	Pbre1_05G300200	0.0638456
TD	young	Pbre1_10G423000	Pbre1_10G423200	0.0552841
TD	old	Pbre1_16G015400	Pbre1_16G015600	0.455517
PD	young	Pbre1_02G245000	Pbre1_02G245400	0.0244848
TD	old	Pbre1_05G146600	Pbre1_05G146800	0.349091
TRD	old	Pbre1_03G026000	Pbre1_08G216000	0.134055
TRD	old	Pbre1_17G137800	Pbre1_09G138600	0.407311
PD	young	Pbre1_13G336200	Pbre1_13G336800	0.0325679
TD	old	Pbre1_11G453000	Pbre1_11G453200	0.404631
TD	young	Pbre1_03G219600	Pbre1_03G219800	0.080564
PD	young	Pbre1_05G306600	Pbre1_05G307400	0.0761586
TRD	old	Pbre1_01G093400	Pbre1_02G087800	0.452869
TD	young	Pbre1_14G136200	Pbre1_14G136400	0.106094
TRD	old	Pbre1_09G489800	Pbre1_17G504200	0.268502
PD	old	Pbre1_11G252000	Pbre1_11G252800	0.142669
TD	young	Pbre1_06G206400	Pbre1_06G206600	0.0131434
TD	young	Pbre1_07G446800	Pbre1_07G447000	0.0537899
PD	old	Pbre1_17G094800	Pbre1_17G095200	0.124026
PD	young	Pbre1_02G378800	Pbre1_02G379800	0.0108662
TRD	old	Pbre1_03G319800	Pbre1_08G316800	0.436641
TRD	old	Pbre1_15G564200	Pbre1_04G392400	0.264535
TD	old	Pbre1_08G145000	Pbre1_08G145200	0.161606
TD	young	Pbre1_15G243200	Pbre1_15G243400	0.0152389
TRD	old	Pbre1_11G272400	Pbre1_06G218600	0.326471
TD	old	Pbre1_15G036200	Pbre1_15G036400	0.147436
PD	old	Pbre1_11G128200	Pbre1_11G129400	0.0556009
TRD	old	Pbre1_12G141400	Pbre1_14G048000	0.325049
TRD	young	Pbre1_10G205600	Pbre1_09G282200	0.0797308
TD	young	Pbre1_09G355800	Pbre1_09G356000	0.00952291
TD	young	Pbre1_06G056400	Pbre1_06G056600	0.109316
TD	old	Pbre1_11G435400	Pbre1_11G435600	0.404558
PD	young	Pbre1_09G158000	Pbre1_09G158600	0.0616962
TRD	old	Pbre1_05G047600	Pbre1_11G072400	0.224053
TD	old	Pbre1_04G004600	Pbre1_04G004800	0.14219
TD	old	Pbre1_08G397400	Pbre1_08G397600	0.0504634
PD	old	Pbre1_05G329800	Pbre1_05G330200	0.423647
TD	old	Pbre1_12G389800	Pbre1_12G390000	0.309221
TD	old	Pbre1_10G417000	Pbre1_10G417200	0.294631
TD	young	Pbre1_10G000200	Pbre1_10G000400	0.0168202
TRD	young	Pbre1_06G144200	Pbre1_09G289600	0.0190542
TD	young	Pbre1_05G422200	Pbre1_05G422400	0.0336998
TD	young	Pbre1_16G454000	Pbre1_16G454200	0.0493576
PD	young	Pbre1_05G437200	Pbre1_05G437600	0.00638562
TD	old	Pbre1_03G347000	Pbre1_03G347200	0.266629
PD	old	Pbre1_08G035600	Pbre1_08G036400	0.115153
TD	young	Pbre1_05G487400	Pbre1_05G487600	0.0307771
TRD	old	Pbre1_10G176800	Pbre1_05G172200	0.27119
TRD	old	Pbre1_14G248400	Pbre1_13G471000	0.158202
TRD	old	Pbre1_05G326400	Pbre1_07G453400	0.403579
PD	old	Pbre1_02G252000	Pbre1_02G252400	0.139665
TRD	old	Pbre1_09G437400	Pbre1_03G321400	0.163668
TRD	old	Pbre1_03G300000	Pbre1_11G319600	0.218332
TRD	old	Pbre1_09G382200	Pbre1_17G398200	0.425333
TRD	young	Pbre1_14G197600	Pbre1_05G324400	0.0488208
PD	old	Pbre1_06G170000	Pbre1_06G170600	0.207584
TD	old	Pbre1_09G162800	Pbre1_09G163000	0.218297
TRD	old	Pbre1_14G217200	Pbre1_06G175000	0.314785
TD	old	Pbre1_07G496000	Pbre1_07G496200	0.212488
TRD	old	Pbre1_11G179200	Pbre1_03G405600	0.232625
PD	old	Pbre1_03G080200	Pbre1_03G080600	0.145165
TRD	old	Pbre1_05G260800	Pbre1_10G254800	0.25801
TD	young	Pbre1_15G259000	Pbre1_15G259200	0.0186483
TRD	old	Pbre1_11G248000	Pbre1_03G225400	0.222641
TRD	old	Pbre1_11G430200	Pbre1_12G353800	0.172473
PD	old	Pbre1_17G185400	Pbre1_17G185800	0.419297
TD	young	Pbre1_11G132200	Pbre1_11G132400	0.0812628
PD	young	Pbre1_02G401600	Pbre1_02G402200	0.0752659
TRD	old	Pbre1_14G308000	Pbre1_06G270800	0.156565
TRD	old	Pbre1_11G136200	Pbre1_11G147200	0.113015
PD	old	Pbre1_09G228200	Pbre1_09G228800	0.139793
TD	old	Pbre1_11G017600	Pbre1_11G017800	0.212897
TRD	old	Pbre1_11G459000	Pbre1_03G424600	0.412067
TD	young	Pbre1_11G010800	Pbre1_11G011000	0.0446799
PD	young	Pbre1_11G336600	Pbre1_11G337200	0.0827575
TRD	old	Pbre1_02G490800	Pbre1_07G024000	0.22415
TD	young	Pbre1_15G584400	Pbre1_15G584600	0.0251502
TD	old	Pbre1_10G304600	Pbre1_10G304800	0.356099
PD	old	Pbre1_12G250400	Pbre1_12G250800	0.366144
PD	young	Pbre1_08G036600	Pbre1_08G037000	0.0653933
PD	young	Pbre1_15G307200	Pbre1_15G307800	0.0117676
PD	old	Pbre1_08G295200	Pbre1_08G296200	0.395434
PD	young	Pbre1_05G582400	Pbre1_05G583400	0.11109
TD	old	Pbre1_15G352600	Pbre1_15G352800	0.196427
TRD	old	Pbre1_15G323800	Pbre1_02G072800	0.165096
PD	young	Pbre1_08G308800	Pbre1_08G309200	0.101903
TRD	old	Pbre1_17G478800	Pbre1_12G311200	0.319565
PD	young	Pbre1_07G185600	Pbre1_07G186000	0.0600902
TRD	old	Pbre1_07G257800	Pbre1_12G142000	0.130515
TD	young	Pbre1_08G347000	Pbre1_08G347200	0.0633951
TD	old	Pbre1_01G401600	Pbre1_01G401800	0.307552
TRD	old	Pbre1_17G464800	Pbre1_17G101600	0.195015
PD	old	Pbre1_09G431600	Pbre1_09G432000	0.125983
TD	old	Pbre1_17G405400	Pbre1_17G405600	0.220699
PD	young	Pbre1_10G029800	Pbre1_10G030200	0.0737056
PD	young	Pbre1_03G420200	Pbre1_03G420600	0.0248699
TRD	old	Pbre1_04G094800	Pbre1_15G723200	0.0771318
TRD	old	Pbre1_16G434800	Pbre1_13G422600	0.178337
TD	young	Pbre1_10G108400	Pbre1_10G108600	0.0615436
TD	old	Pbre1_02G385600	Pbre1_02G385800	0.359018
PD	young	Pbre1_11G061000	Pbre1_11G061600	0.0989123
TRD	old	Pbre1_12G115400	Pbre1_13G353000	0.214531
PD	old	Pbre1_17G286200	Pbre1_17G287000	0.0390091
TD	old	Pbre1_05G420200	Pbre1_05G420400	0.148128
TRD	old	Pbre1_16G348000	Pbre1_13G343600	0.121329
TRD	young	Pbre1_17G503000	Pbre1_16G372600	0.053873
TD	young	Pbre1_14G174600	Pbre1_14G174800	0.0761576
TD	old	Pbre1_06G380600	Pbre1_06G380800	0.138708
TRD	old	Pbre1_02G061800	Pbre1_09G072200	0.240305
TRD	old	Pbre1_17G250600	Pbre1_14G189400	0.213211
TD	old	Pbre1_03G104400	Pbre1_03G104600	0.16525
TD	old	Pbre1_13G159200	Pbre1_13G159400	0.168231
TD	young	Pbre1_17G476000	Pbre1_17G476200	0.0337571
TD	young	Pbre1_17G186800	Pbre1_17G187000	0.0175064
PD	old	Pbre1_10G435600	Pbre1_10G436200	0.289545
TD	young	Pbre1_03G187600	Pbre1_03G187800	0.0350937
PD	young	Pbre1_02G486600	Pbre1_02G487200	0.0657243
TD	old	Pbre1_06G102600	Pbre1_06G102800	0.14825
PD	old	Pbre1_09G211400	Pbre1_09G212000	0.152795
TD	young	Pbre1_14G268400	Pbre1_14G268600	0.00309219
PD	old	Pbre1_15G127200	Pbre1_15G127800	0.0203758
TD	old	Pbre1_12G157200	Pbre1_12G157400	0.352426
PD	old	Pbre1_02G172800	Pbre1_02G173200	0.143701
TRD	old	Pbre1_07G155800	Pbre1_02G346600	0.169211
TRD	old	Pbre1_12G273400	Pbre1_02G375600	0.136305
TD	young	Pbre1_04G378800	Pbre1_04G379000	0.0939103
PD	old	Pbre1_02G339600	Pbre1_02G340200	0.164239
TD	young	Pbre1_07G040000	Pbre1_07G040200	0.0611735
TD	young	Pbre1_08G255600	Pbre1_08G255800	0.0193889
TD	old	Pbre1_16G334000	Pbre1_16G334200	0.255997
TD	old	Pbre1_09G032400	Pbre1_09G032600	0.259532
PD	young	Pbre1_01G325800	Pbre1_01G326600	0.0839395
PD	old	Pbre1_01G197400	Pbre1_01G197800	0.198617
TRD	old	Pbre1_17G493600	Pbre1_15G257400	0.412231
PD	old	Pbre1_17G453800	Pbre1_17G454200	0.205961
TD	old	Pbre1_01G192000	Pbre1_01G192200	0.0497502
TRD	old	Pbre1_14G092400	Pbre1_04G165400	0.441979
TD	old	Pbre1_09G337400	Pbre1_09G337600	0.470636
TD	old	Pbre1_10G567600	Pbre1_10G567800	0.268737
TD	young	Pbre1_11G152400	Pbre1_11G152600	0.0912355
TRD	old	Pbre1_15G687000	Pbre1_16G018800	0.469807
TRD	young	Pbre1_13G439600	Pbre1_05G152400	0.00484745
TRD	old	Pbre1_09G073800	Pbre1_12G266600	0.127964
PD	young	Pbre1_02G452200	Pbre1_02G453000	0.0260433
PD	old	Pbre1_11G398800	Pbre1_11G400400	0.167082
PD	old	Pbre1_17G468600	Pbre1_17G469200	0.223799
TD	young	Pbre1_10G208200	Pbre1_10G208400	0.0591046
TD	old	Pbre1_15G468000	Pbre1_15G468200	0.341154
TRD	old	Pbre1_05G465400	Pbre1_10G438800	0.160942
TD	young	Pbre1_10G436800	Pbre1_10G437000	0.0750201
TRD	old	Pbre1_03G009800	Pbre1_14G068200	0.354974
TD	old	Pbre1_02G044200	Pbre1_02G044400	0.206467
TRD	old	Pbre1_16G440400	Pbre1_11G157600	0.245181
TRD	old	Pbre1_03G340600	Pbre1_03G288600	0.229948
TRD	old	Pbre1_03G148800	Pbre1_16G165200	0.223781
TRD	old	Pbre1_10G220000	Pbre1_05G219000	0.292756
TD	young	Pbre1_11G406600	Pbre1_11G406800	0.0556929
PD	young	Pbre1_16G145200	Pbre1_16G145600	0.0664215
TRD	young	Pbre1_12G119800	Pbre1_13G471000	0.0274887
PD	young	Pbre1_17G210200	Pbre1_17G211000	0.0411498
TRD	young	Pbre1_07G131000	Pbre1_05G107400	0.0216034
TD	old	Pbre1_01G336400	Pbre1_01G336600	0.13411
TD	old	Pbre1_07G161600	Pbre1_07G161800	0.124729
TD	old	Pbre1_09G268000	Pbre1_09G268200	0.355941
TRD	old	Pbre1_15G378800	Pbre1_13G273800	0.130132
PD	old	Pbre1_07G389800	Pbre1_07G390400	0.145188
TD	old	Pbre1_09G155000	Pbre1_09G155200	0.168955
PD	young	Pbre1_17G490800	Pbre1_17G492000	0.0819298
TRD	old	Pbre1_09G303400	Pbre1_14G084000	0.198364
TD	old	Pbre1_08G396000	Pbre1_08G396200	0.150225
PD	old	Pbre1_08G333600	Pbre1_08G334200	0.0915614
TRD	old	Pbre1_15G708000	Pbre1_17G272200	0.419458
TRD	old	Pbre1_09G383400	Pbre1_17G459000	0.14281
TD	young	Pbre1_14G371200	Pbre1_14G371400	0.0390445
TRD	young	Pbre1_16G435200	Pbre1_16G480000	0.0336694
TRD	young	Pbre1_08G177000	Pbre1_08G185800	0.103275
PD	old	Pbre1_06G132000	Pbre1_06G132400	0.0782328
PD	old	Pbre1_04G054000	Pbre1_04G054800	0.170642
TD	young	Pbre1_02G443200	Pbre1_02G443400	0.0584217
TD	old	Pbre1_15G267400	Pbre1_15G267600	0.141273
TRD	old	Pbre1_11G430000	Pbre1_11G442200	0.21551
TD	young	Pbre1_05G256600	Pbre1_05G256800	0.0866954
TRD	old	Pbre1_17G426400	Pbre1_12G440600	0.388356
PD	old	Pbre1_05G263800	Pbre1_05G264800	0.364063
TD	old	Pbre1_05G446400	Pbre1_05G446600	0.315035
TD	old	Pbre1_04G070400	Pbre1_04G070600	0.114841
TRD	old	Pbre1_02G420600	Pbre1_05G060000	0.153389
TRD	old	Pbre1_10G459400	Pbre1_05G486400	0.423853
TD	young	Pbre1_02G179200	Pbre1_02G179400	0.106232
TRD	old	Pbre1_06G056200	Pbre1_15G294000	0.194521
TRD	old	Pbre1_09G478200	Pbre1_14G339800	0.210497
PD	old	Pbre1_07G312800	Pbre1_07G313400	0.255799
PD	old	Pbre1_09G440600	Pbre1_09G441000	0.135777
TRD	old	Pbre1_07G148000	Pbre1_14G193400	0.239551
TD	young	Pbre1_07G091800	Pbre1_07G092000	0.0978219
TRD	old	Pbre1_15G772200	Pbre1_08G404000	0.227082
PD	young	Pbre1_01G216600	Pbre1_01G217000	0.110266
TRD	old	Pbre1_10G059400	Pbre1_05G059000	0.115764
TRD	old	Pbre1_06G096800	Pbre1_08G114600	0.206383
PD	old	Pbre1_11G454200	Pbre1_11G454600	0.448372
TD	young	Pbre1_10G281400	Pbre1_10G281600	0.0107361
TRD	old	Pbre1_17G265400	Pbre1_08G043600	0.248019
TRD	young	Pbre1_03G412400	Pbre1_02G006400	0.11104
TRD	old	Pbre1_15G556400	Pbre1_16G353400	0.388011
TRD	old	Pbre1_12G110800	Pbre1_12G185600	0.458439
TRD	young	Pbre1_05G107200	Pbre1_09G209800	0.090675
PD	old	Pbre1_17G487200	Pbre1_17G487600	0.148432
TD	young	Pbre1_03G332000	Pbre1_03G332200	0.0224573
TRD	old	Pbre1_03G095400	Pbre1_14G026600	0.185238
PD	young	Pbre1_02G396800	Pbre1_02G397600	0.0123412
TRD	old	Pbre1_09G142400	Pbre1_05G035200	0.182658
TD	old	Pbre1_17G094400	Pbre1_17G094600	0.252281
PD	old	Pbre1_12G083000	Pbre1_12G083600	0.265814
PD	old	Pbre1_08G378200	Pbre1_08G379800	0.416509
PD	old	Pbre1_09G424800	Pbre1_09G425200	0.189914
PD	young	Pbre1_05G273800	Pbre1_05G274200	0.0628232
TD	young	Pbre1_01G113200	Pbre1_01G113400	0.0924655
TD	young	Pbre1_07G243200	Pbre1_07G243400	0.0930901
TRD	old	Pbre1_13G454000	Pbre1_04G074000	0.19351
PD	young	Pbre1_01G418200	Pbre1_01G418600	0.0995259
TD	young	Pbre1_08G366600	Pbre1_08G366800	0.0428929
TD	old	Pbre1_03G198800	Pbre1_03G199000	0.390163
TD	old	Pbre1_11G146200	Pbre1_11G146400	0.361448
TD	old	Pbre1_06G307400	Pbre1_06G307600	0.196009
TD	old	Pbre1_06G177600	Pbre1_06G177800	0.403293
TD	old	Pbre1_07G331400	Pbre1_07G331600	0.229168
TRD	old	Pbre1_07G132600	Pbre1_02G364600	0.342159
TD	young	Pbre1_07G108600	Pbre1_07G108800	0.0437138
TD	young	Pbre1_11G051800	Pbre1_11G052000	0.0683826
TRD	old	Pbre1_02G298400	Pbre1_11G316600	0.268953
TD	old	Pbre1_09G241800	Pbre1_09G242000	0.0331755
PD	young	Pbre1_13G266400	Pbre1_13G266800	0.0576783
TD	young	Pbre1_09G162400	Pbre1_09G162600	0.0961837
TD	young	Pbre1_12G404000	Pbre1_12G404200	0.0386478
TRD	old	Pbre1_07G409000	Pbre1_01G333200	0.265468
TD	young	Pbre1_05G327000	Pbre1_05G327200	0.0570718
TD	young	Pbre1_06G360400	Pbre1_06G360600	0.0498293
TD	young	Pbre1_07G013000	Pbre1_07G013200	0.0764904
PD	young	Pbre1_07G172000	Pbre1_07G172400	0.00987706
TRD	old	Pbre1_15G635400	Pbre1_02G337200	0.279719
TRD	old	Pbre1_17G323000	Pbre1_04G081200	0.124533
TD	old	Pbre1_17G161800	Pbre1_17G162000	0.186912
TRD	young	Pbre1_12G012200	Pbre1_16G102400	0.0968349
TD	young	Pbre1_04G098000	Pbre1_04G098200	0.0574764
TRD	old	Pbre1_13G339200	Pbre1_09G106000	0.28036
TD	old	Pbre1_03G403800	Pbre1_03G404000	0.12961
TD	young	Pbre1_14G446200	Pbre1_14G446400	0.0771588
TD	old	Pbre1_17G153600	Pbre1_17G153800	0.0373267
TRD	old	Pbre1_14G099200	Pbre1_12G105000	0.205808
PD	old	Pbre1_03G238600	Pbre1_03G239200	0.22535
PD	old	Pbre1_10G424600	Pbre1_10G425400	0.0504337
PD	young	Pbre1_11G100600	Pbre1_11G101800	0.053624
PD	young	Pbre1_14G165400	Pbre1_14G167200	0.0743095
PD	old	Pbre1_17G099600	Pbre1_17G100000	0.127734
TRD	old	Pbre1_08G133000	Pbre1_09G087800	0.259575
TRD	old	Pbre1_13G347200	Pbre1_16G351400	0.184671
PD	old	Pbre1_07G420000	Pbre1_07G420600	0.193403
TD	old	Pbre1_16G037600	Pbre1_16G037800	0.236964
TD	old	Pbre1_10G127400	Pbre1_10G127600	0.379512
PD	young	Pbre1_07G141200	Pbre1_07G141800	0.0422948
TD	old	Pbre1_15G185400	Pbre1_15G185600	0.371947
TD	young	Pbre1_15G705200	Pbre1_15G705400	0.0279787
TRD	young	Pbre1_10G182200	Pbre1_07G392400	0.0168947
TRD	old	Pbre1_15G320600	Pbre1_07G137200	0.179971
PD	old	Pbre1_07G459800	Pbre1_07G460200	0.340897
PD	young	Pbre1_07G042800	Pbre1_07G043600	0.0360228
TRD	old	Pbre1_04G087400	Pbre1_11G462600	0.353341
TRD	old	Pbre1_16G124600	Pbre1_16G213000	0.12687
TD	young	Pbre1_12G411200	Pbre1_12G411400	0.0645218
TD	old	Pbre1_13G101600	Pbre1_13G101800	0.388726
TRD	old	Pbre1_10G200600	Pbre1_09G473800	0.283906
TD	young	Pbre1_07G108200	Pbre1_07G108400	0.0492166
TRD	young	Pbre1_14G086800	Pbre1_14G268400	0.0349358
TRD	old	Pbre1_12G284400	Pbre1_14G006800	0.286646
PD	old	Pbre1_03G191200	Pbre1_03G191600	0.171282
TRD	old	Pbre1_12G270400	Pbre1_11G528600	0.44401
TRD	old	Pbre1_12G139200	Pbre1_11G302800	0.121291
TRD	old	Pbre1_04G392000	Pbre1_12G417600	0.165783
TRD	old	Pbre1_10G108200	Pbre1_03G314400	0.121696
TD	young	Pbre1_09G274400	Pbre1_09G274600	0.0934605
TD	old	Pbre1_17G204000	Pbre1_17G204200	0.130967
TD	old	Pbre1_15G778000	Pbre1_15G778200	0.25554
TD	old	Pbre1_11G439000	Pbre1_11G439200	0.341782
TRD	old	Pbre1_10G448000	Pbre1_05G474200	0.247911
TRD	old	Pbre1_11G389600	Pbre1_03G023000	0.457378
TD	old	Pbre1_08G314000	Pbre1_08G314200	0.133005
TD	young	Pbre1_15G729000	Pbre1_15G729200	0.0570446
PD	old	Pbre1_03G027800	Pbre1_03G028200	0.447586
TRD	old	Pbre1_12G088200	Pbre1_14G088200	0.155726
TRD	old	Pbre1_08G222200	Pbre1_05G199400	0.200663
PD	old	Pbre1_02G487000	Pbre1_02G488000	0.197151
TD	old	Pbre1_10G485600	Pbre1_10G485800	0.146422
PD	young	Pbre1_01G325200	Pbre1_01G326800	0.019072
PD	old	Pbre1_02G271400	Pbre1_02G272200	0.0889004
TRD	old	Pbre1_07G019200	Pbre1_13G131600	0.397288
TRD	old	Pbre1_11G142000	Pbre1_04G035600	0.44326
TRD	old	Pbre1_11G244800	Pbre1_11G314200	0.10095
PD	old	Pbre1_13G479200	Pbre1_13G479600	0.245457
TRD	old	Pbre1_02G012600	Pbre1_15G263800	0.129906
TRD	old	Pbre1_04G198800	Pbre1_04G201400	0.118575
TRD	old	Pbre1_04G095200	Pbre1_03G297200	0.160734
TRD	old	Pbre1_14G140600	Pbre1_12G136600	0.384179
TRD	old	Pbre1_17G413200	Pbre1_07G264600	0.201354
PD	old	Pbre1_10G107800	Pbre1_10G108400	0.117664
TD	old	Pbre1_05G257000	Pbre1_05G257200	0.256712
PD	young	Pbre1_02G437000	Pbre1_02G438000	0.107701
TD	old	Pbre1_14G094000	Pbre1_14G094200	0.367448
TD	young	Pbre1_07G156400	Pbre1_07G156600	0.109984
PD	old	Pbre1_14G406600	Pbre1_14G407000	0.0220091
TD	old	Pbre1_15G719400	Pbre1_15G719600	0.16541
PD	young	Pbre1_04G390200	Pbre1_04G391200	0.020236
PD	young	Pbre1_13G484800	Pbre1_13G485400	0.0232613
TD	old	Pbre1_05G470400	Pbre1_05G470600	0.24963
TRD	old	Pbre1_13G379200	Pbre1_16G381600	0.174074
TRD	old	Pbre1_13G360000	Pbre1_16G361200	0.14803
TD	old	Pbre1_04G131000	Pbre1_04G131200	0.34314
TRD	old	Pbre1_14G210400	Pbre1_04G411200	0.223572
TD	old	Pbre1_10G050000	Pbre1_10G050200	0.405081
TRD	old	Pbre1_12G377200	Pbre1_01G344600	0.385692
TRD	old	Pbre1_09G179800	Pbre1_09G184000	0.349523
PD	old	Pbre1_10G188800	Pbre1_10G189400	0.120413
PD	young	Pbre1_15G171800	Pbre1_15G172600	0.0546781
TD	old	Pbre1_11G152200	Pbre1_11G152400	0.130543
TRD	young	Pbre1_10G501600	Pbre1_13G212800	0.0136396
PD	old	Pbre1_05G504800	Pbre1_05G505200	0.165255
TRD	old	Pbre1_01G185000	Pbre1_09G283400	0.164273
TD	old	Pbre1_07G476000	Pbre1_07G476200	0.458164
PD	old	Pbre1_05G203000	Pbre1_05G203600	0.306401
TRD	old	Pbre1_02G467800	Pbre1_12G084200	0.217676
TRD	old	Pbre1_10G358200	Pbre1_05G378600	0.389177
PD	young	Pbre1_03G297200	Pbre1_03G297800	0.0611665
PD	old	Pbre1_15G030600	Pbre1_15G031000	0.0851124
PD	old	Pbre1_11G034800	Pbre1_11G035200	0.395764
TD	old	Pbre1_10G032600	Pbre1_10G032800	0.125559
TRD	old	Pbre1_03G427800	Pbre1_11G462600	0.422332
PD	old	Pbre1_02G376000	Pbre1_02G377200	0.0264964
TRD	young	Pbre1_13G445800	Pbre1_05G429600	0.0131241
TRD	old	Pbre1_04G249200	Pbre1_12G282400	0.320163
TD	old	Pbre1_02G249000	Pbre1_02G249200	0.290061
TRD	old	Pbre1_01G034200	Pbre1_12G069000	0.23269
TD	old	Pbre1_02G424600	Pbre1_02G424800	0.375844
TD	old	Pbre1_07G392800	Pbre1_07G393000	0.221809
TRD	old	Pbre1_07G246000	Pbre1_04G235800	0.303922
