pair	method	Ka	Ks	Ka_Ks	source_file	trajectory	duplication_type
Pbre1_08G403600-Pbre1_07G239000	GMYN	0.0336511	0.228299	0.1474	Pbre1_08G403600-Pbre1_07G239000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_15G100200-Pbre1_15G086200	GMYN	0.101986	0.289732	0.352	Pbre1_15G100200-Pbre1_15G086200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_17G283200-Pbre1_17G283800	GMYN	0.0310784	0.0835502	0.371973	Pbre1_17G283200-Pbre1_17G283800.cds_aln.axt.kaks	Specialization	PD
Pbre1_06G137200-Pbre1_13G025800	GMYN	0.0359607	0.120687	0.297966	Pbre1_06G137200-Pbre1_13G025800.cds_aln.axt.kaks	Specialization	TRD
Pbre1_12G305800-Pbre1_12G306000	GMYN	0.0323675	0.0693155	0.466959	Pbre1_12G305800-Pbre1_12G306000.cds_aln.axt.kaks	Conservation	TD
Pbre1_07G133600-Pbre1_12G229400	GMYN	0.0469784	0.219808	0.213724	Pbre1_07G133600-Pbre1_12G229400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_10G134800-Pbre1_01G370000	GMYN	0.0597316	0.110898	0.538619	Pbre1_10G134800-Pbre1_01G370000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_05G289000-Pbre1_06G388200	GMYN	0.0919627	0.174322	0.527543	Pbre1_05G289000-Pbre1_06G388200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_03G296600-Pbre1_03G297600	GMYN	0.0728199	0.0385174	1.89057	Pbre1_03G296600-Pbre1_03G297600.cds_aln.axt.kaks	Conservation	PD
Pbre1_02G155800-Pbre1_04G223200	GMYN	0.0743269	0.315968	0.235235	Pbre1_02G155800-Pbre1_04G223200.cds_aln.axt.kaks	Specialization	TRD
Pbre1_15G585800-Pbre1_07G157200	GMYN	0.0312324	0.0631581	0.494511	Pbre1_15G585800-Pbre1_07G157200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_07G401800-Pbre1_12G263200	GMYN	0.0210893	0.0902311	0.233725	Pbre1_07G401800-Pbre1_12G263200.cds_aln.axt.kaks	Specialization	TRD
Pbre1_13G069200-Pbre1_13G069800	GMYN	0.0329205	0.0881698	0.373376	Pbre1_13G069200-Pbre1_13G069800.cds_aln.axt.kaks	Specialization	PD
Pbre1_07G039400-Pbre1_07G512000	GMYN	0.027335	0.0589115	0.464002	Pbre1_07G039400-Pbre1_07G512000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_10G372200-Pbre1_10G372800	GMYN	0.0273778	0.0632159	0.433084	Pbre1_10G372200-Pbre1_10G372800.cds_aln.axt.kaks	Conservation	PD
Pbre1_07G373400-Pbre1_07G373600	GMYN	0.0484806	0.283352	0.171097	Pbre1_07G373400-Pbre1_07G373600.cds_aln.axt.kaks	Specialization	TD
Pbre1_13G096600-Pbre1_13G097000	GMYN	0.0606399	0.075125	0.807186	Pbre1_13G096600-Pbre1_13G097000.cds_aln.axt.kaks	Neofunctionalization(Parent)	PD
Pbre1_16G412800-Pbre1_16G413000	GMYN	0.0409168	0.30039	0.136212	Pbre1_16G412800-Pbre1_16G413000.cds_aln.axt.kaks	Conservation	TD
Pbre1_16G479000-Pbre1_06G042200	GMYN	0.503594	1.64044	0.306987	Pbre1_16G479000-Pbre1_06G042200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_11G195600-Pbre1_07G395200	GMYN	0.131326	0.264888	0.495779	Pbre1_11G195600-Pbre1_07G395200.cds_aln.axt.kaks	Specialization	TRD
Pbre1_05G241200-Pbre1_15G294200	GMYN	0.0485643	0.24373	0.199254	Pbre1_05G241200-Pbre1_15G294200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_04G091200-Pbre1_05G243800	GMYN	0.143734	0.305392	0.470654	Pbre1_04G091200-Pbre1_05G243800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_09G058800-Pbre1_09G059000	GMYN	0.015797	0.0445275	0.354769	Pbre1_09G058800-Pbre1_09G059000.cds_aln.axt.kaks	Conservation	TD
Pbre1_06G411200-Pbre1_06G411400	GMYN	0.310371	0.845582	0.36705	Pbre1_06G411200-Pbre1_06G411400.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_03G298200-Pbre1_06G287000	GMYN	0.598529	1.95916	0.305503	Pbre1_03G298200-Pbre1_06G287000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_02G413400-Pbre1_11G483800	GMYN	0.487551	0.777807	0.626827	Pbre1_02G413400-Pbre1_11G483800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_15G574800-Pbre1_15G575000	GMYN	0.0551034	0.134414	0.409954	Pbre1_15G574800-Pbre1_15G575000.cds_aln.axt.kaks	Specialization	TD
Pbre1_13G469800-Pbre1_11G402400	GMYN	0.0274195	0.252098	0.108765	Pbre1_13G469800-Pbre1_11G402400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_01G146800-Pbre1_03G416800	GMYN	0.110546	1.16556	0.0948435	Pbre1_01G146800-Pbre1_03G416800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_12G182400-Pbre1_12G183400	GMYN	0.00740474	0.0272695	0.271539	Pbre1_12G182400-Pbre1_12G183400.cds_aln.axt.kaks	Conservation	PD
Pbre1_10G229400-Pbre1_10G230000	GMYN	0.11454	0.171875	0.666414	Pbre1_10G229400-Pbre1_10G230000.cds_aln.axt.kaks	Specialization	PD
Pbre1_02G086400-Pbre1_04G361000	GMYN	0.211708	0.796059	0.265945	Pbre1_02G086400-Pbre1_04G361000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_10G078800-Pbre1_10G140600	GMYN	0.00878216	0.0418906	0.209645	Pbre1_10G078800-Pbre1_10G140600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_01G253400-Pbre1_01G253600	GMYN	0.00084372	0.0104126	0.0810289	Pbre1_01G253400-Pbre1_01G253600.cds_aln.axt.kaks	Specialization	TD
Pbre1_02G164800-Pbre1_02G165200	GMYN	0.321224	0.8148	0.394236	Pbre1_02G164800-Pbre1_02G165200.cds_aln.axt.kaks	Neofunctionalization(Child)	PD
Pbre1_11G100000-Pbre1_13G343800	GMYN	0.0840145	0.161815	0.519201	Pbre1_11G100000-Pbre1_13G343800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_17G046800-Pbre1_17G047200	GMYN	0.026789	0.103228	0.259514	Pbre1_17G046800-Pbre1_17G047200.cds_aln.axt.kaks	Specialization	PD
Pbre1_08G111000-Pbre1_15G101200	GMYN	0.188944	2.47901	0.0762172	Pbre1_08G111000-Pbre1_15G101200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_04G178800-Pbre1_08G088400	GMYN	0.20913	0.446926	0.467929	Pbre1_04G178800-Pbre1_08G088400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_02G271800-Pbre1_02G273000	GMYN	0.042177	0.117473	0.359037	Pbre1_02G271800-Pbre1_02G273000.cds_aln.axt.kaks	Conservation	PD
Pbre1_07G007200-Pbre1_07G007400	GMYN	0.359999	0.999298	0.360252	Pbre1_07G007200-Pbre1_07G007400.cds_aln.axt.kaks	Specialization	TD
Pbre1_09G469200-Pbre1_09G469400	GMYN	0.0631484	0.18996	0.33243	Pbre1_09G469200-Pbre1_09G469400.cds_aln.axt.kaks	Specialization	TD
Pbre1_17G159800-Pbre1_17G160000	GMYN	0.220101	0.453735	0.485087	Pbre1_17G159800-Pbre1_17G160000.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_10G052400-Pbre1_02G189400	GMYN	0.0696911	0.123669	0.563527	Pbre1_10G052400-Pbre1_02G189400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_08G171000-Pbre1_15G147600	GMYN	0.538368	0.83615	0.643866	Pbre1_08G171000-Pbre1_15G147600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_04G029000-Pbre1_04G276200	GMYN	0.232125	0.201626	1.15127	Pbre1_04G029000-Pbre1_04G276200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_04G206800-Pbre1_04G207000	GMYN	0.155861	0.423025	0.368445	Pbre1_04G206800-Pbre1_04G207000.cds_aln.axt.kaks	Specialization	TD
Pbre1_04G342200-Pbre1_04G342600	GMYN	0.038363	0.103918	0.369165	Pbre1_04G342200-Pbre1_04G342600.cds_aln.axt.kaks	Specialization	PD
Pbre1_16G131400-Pbre1_16G131600	GMYN	0.21099	2.15278	0.0980084	Pbre1_16G131400-Pbre1_16G131600.cds_aln.axt.kaks	Specialization	TD
Pbre1_17G227000-Pbre1_16G471600	GMYN	0.0375754	0.12245	0.306862	Pbre1_17G227000-Pbre1_16G471600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_15G027000-Pbre1_15G027200	GMYN	0.069608	0.319351	0.217967	Pbre1_15G027000-Pbre1_15G027200.cds_aln.axt.kaks	Conservation	TD
Pbre1_05G068600-Pbre1_10G070800	GMYN	0.0621833	0.149578	0.415724	Pbre1_05G068600-Pbre1_10G070800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_06G402400-Pbre1_13G191400	GMYN	0.289978	2.15501	0.13456	Pbre1_06G402400-Pbre1_13G191400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_13G359800-Pbre1_05G256000	GMYN	0.335898	0.894161	0.375657	Pbre1_13G359800-Pbre1_05G256000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_11G163200-Pbre1_11G133600	GMYN	0.0918918	0.703076	0.1307	Pbre1_11G163200-Pbre1_11G133600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_03G000800-Pbre1_11G001000	GMYN	0.0100537	0.137944	0.0728826	Pbre1_03G000800-Pbre1_11G001000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_13G422800-Pbre1_13G284600	GMYN	0.155814	0.534095	0.291735	Pbre1_13G422800-Pbre1_13G284600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_17G033800-Pbre1_09G032800	GMYN	0.0350471	0.219411	0.159732	Pbre1_17G033800-Pbre1_09G032800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_03G017000-Pbre1_03G017200	GMYN	0.0675999	0.103115	0.65558	Pbre1_03G017000-Pbre1_03G017200.cds_aln.axt.kaks	Specialization	TD
Pbre1_10G044400-Pbre1_10G124600	GMYN	0.00502441	0.0987294	0.0508907	Pbre1_10G044400-Pbre1_10G124600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_15G265000-Pbre1_02G013800	GMYN	0.235786	1.29195	0.182503	Pbre1_15G265000-Pbre1_02G013800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_04G217400-Pbre1_10G515000	GMYN	0.676882	1.86162	0.363598	Pbre1_04G217400-Pbre1_10G515000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_08G224200-Pbre1_08G219200	GMYN	0.0943617	0.2568	0.367452	Pbre1_08G224200-Pbre1_08G219200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_07G179600-Pbre1_05G217600	GMYN	0.0250242	0.180878	0.138348	Pbre1_07G179600-Pbre1_05G217600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_13G102400-Pbre1_16G103400	GMYN	0.0714221	0.196309	0.363825	Pbre1_13G102400-Pbre1_16G103400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_10G006800-Pbre1_09G135000	GMYN	0.035852	0.248831	0.144082	Pbre1_10G006800-Pbre1_09G135000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_17G297600-Pbre1_09G303000	GMYN	0.0357828	0.16879	0.211996	Pbre1_17G297600-Pbre1_09G303000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_08G301400-Pbre1_02G052200	GMYN	0.0548001	0.0790586	0.693157	Pbre1_08G301400-Pbre1_02G052200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_13G201600-Pbre1_13G486000	GMYN	0.0316878	0.332517	0.0952969	Pbre1_13G201600-Pbre1_13G486000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_11G411600-Pbre1_11G411800	GMYN	0.293379	0.88248	0.332448	Pbre1_11G411600-Pbre1_11G411800.cds_aln.axt.kaks	Specialization	TD
Pbre1_08G363400-Pbre1_08G363600	GMYN	0.0119871	0.013786	0.869514	Pbre1_08G363400-Pbre1_08G363600.cds_aln.axt.kaks	Conservation	TD
Pbre1_06G311200-Pbre1_06G311600	GMYN	0.0524492	0.0280683	1.86863	Pbre1_06G311200-Pbre1_06G311600.cds_aln.axt.kaks	Conservation	PD
Pbre1_03G443600-Pbre1_11G482000	GMYN	0.0658586	0.266404	0.247213	Pbre1_03G443600-Pbre1_11G482000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_02G078800-Pbre1_02G079000	GMYN	0.0248991	0.0727108	0.34244	Pbre1_02G078800-Pbre1_02G079000.cds_aln.axt.kaks	Conservation	TD
Pbre1_06G189000-Pbre1_06G412800	GMYN	0.00838765	0.0322116	0.260392	Pbre1_06G189000-Pbre1_06G412800.cds_aln.axt.kaks	Specialization	TRD
Pbre1_13G093800-Pbre1_15G408800	GMYN	0.126666	0.596263	0.212433	Pbre1_13G093800-Pbre1_15G408800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_04G298000-Pbre1_04G298200	GMYN	0.074679	0.287988	0.259313	Pbre1_04G298000-Pbre1_04G298200.cds_aln.axt.kaks	Specialization	TD
Pbre1_05G127000-Pbre1_10G137400	GMYN	0.0586413	0.143845	0.407671	Pbre1_05G127000-Pbre1_10G137400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_09G174000-Pbre1_09G174600	GMYN	0.0525647	0.0415487	1.26514	Pbre1_09G174000-Pbre1_09G174600.cds_aln.axt.kaks	Neofunctionalization(Child)	PD
Pbre1_11G096400-Pbre1_11G096600	GMYN	0.0914976	0.048024	1.90525	Pbre1_11G096400-Pbre1_11G096600.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_07G328800-Pbre1_01G280200	GMYN	0.165646	0.282084	0.587222	Pbre1_07G328800-Pbre1_01G280200.cds_aln.axt.kaks	Specialization	TRD
Pbre1_14G412000-Pbre1_14G412800	GMYN	0.0723114	0.133739	0.540688	Pbre1_14G412000-Pbre1_14G412800.cds_aln.axt.kaks	Neofunctionalization(Parent)	PD
Pbre1_16G229200-Pbre1_13G222800	GMYN	0.122716	0.393601	0.311778	Pbre1_16G229200-Pbre1_13G222800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_05G128400-Pbre1_07G062800	GMYN	0.0115991	0.150006	0.0773244	Pbre1_05G128400-Pbre1_07G062800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_04G243000-Pbre1_04G243200	GMYN	0.219972	0.649798	0.338524	Pbre1_04G243000-Pbre1_04G243200.cds_aln.axt.kaks	Conservation	TD
Pbre1_16G343800-Pbre1_13G340000	GMYN	0.108108	0.155113	0.696962	Pbre1_16G343800-Pbre1_13G340000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_12G368600-Pbre1_12G368800	GMYN	0.35419	1.48695	0.238199	Pbre1_12G368600-Pbre1_12G368800.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_06G221600-Pbre1_14G264200	GMYN	0.0525625	0.245137	0.214421	Pbre1_06G221600-Pbre1_14G264200.cds_aln.axt.kaks	Specialization	TRD
Pbre1_14G324600-Pbre1_14G325000	GMYN	0.0190167	0.023301	0.816132	Pbre1_14G324600-Pbre1_14G325000.cds_aln.axt.kaks	Conservation	PD
Pbre1_16G037200-Pbre1_13G035200	GMYN	0.300361	0.284651	1.05519	Pbre1_16G037200-Pbre1_13G035200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_02G377400-Pbre1_02G378400	GMYN	0.0492363	0.0316903	1.55367	Pbre1_02G377400-Pbre1_02G378400.cds_aln.axt.kaks	Specialization	PD
Pbre1_11G404000-Pbre1_04G382400	GMYN	0.113372	0.266842	0.424866	Pbre1_11G404000-Pbre1_04G382400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_11G271200-Pbre1_11G271400	GMYN	0.0402397	0.106545	0.377677	Pbre1_11G271200-Pbre1_11G271400.cds_aln.axt.kaks	Specialization	TD
Pbre1_16G422200-Pbre1_13G412400	GMYN	0.0401967	0.185392	0.21682	Pbre1_16G422200-Pbre1_13G412400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_01G289600-Pbre1_03G206400	GMYN	0.0250156	0.223193	0.112081	Pbre1_01G289600-Pbre1_03G206400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_07G092600-Pbre1_13G242000	GMYN	0.0227333	0.129451	0.175613	Pbre1_07G092600-Pbre1_13G242000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_07G491000-Pbre1_04G413200	GMYN	0.212784	0.378939	0.561525	Pbre1_07G491000-Pbre1_04G413200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_11G351800-Pbre1_11G352000	GMYN	0.036712	0.198041	0.185375	Pbre1_11G351800-Pbre1_11G352000.cds_aln.axt.kaks	Specialization	TD
Pbre1_06G342800-Pbre1_15G363200	GMYN	0.551737	0.825041	0.668739	Pbre1_06G342800-Pbre1_15G363200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_10G551200-Pbre1_07G320200	GMYN	0.280819	1.93188	0.14536	Pbre1_10G551200-Pbre1_07G320200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_08G313600-Pbre1_12G006600	GMYN	0.144084	0.807212	0.178495	Pbre1_08G313600-Pbre1_12G006600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_14G400600-Pbre1_06G363800	GMYN	0.0119787	0.140591	0.0852023	Pbre1_14G400600-Pbre1_06G363800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_01G115400-Pbre1_01G115600	GMYN	0.353518	1.9909	0.177567	Pbre1_01G115400-Pbre1_01G115600.cds_aln.axt.kaks	Specialization	TD
Pbre1_17G401400-Pbre1_17G401600	GMYN	0.195624	1.06009	0.184536	Pbre1_17G401400-Pbre1_17G401600.cds_aln.axt.kaks	Specialization	TD
Pbre1_07G312400-Pbre1_07G313000	GMYN	0.320244	0.71692	0.446694	Pbre1_07G312400-Pbre1_07G313000.cds_aln.axt.kaks	Conservation	PD
Pbre1_03G026200-Pbre1_03G026400	GMYN	0.153055	0.33696	0.454222	Pbre1_03G026200-Pbre1_03G026400.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_01G034000-Pbre1_12G068800	GMYN	0.0317319	0.0604506	0.524923	Pbre1_01G034000-Pbre1_12G068800.cds_aln.axt.kaks	Specialization	TRD
Pbre1_04G326200-Pbre1_12G353000	GMYN	0.112295	0.26719	0.42028	Pbre1_04G326200-Pbre1_12G353000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_09G113000-Pbre1_09G113200	GMYN	0.296956	0.975841	0.304307	Pbre1_09G113000-Pbre1_09G113200.cds_aln.axt.kaks	Specialization	TD
Pbre1_11G353600-Pbre1_15G758600	GMYN	0.137963	0.249668	0.552585	Pbre1_11G353600-Pbre1_15G758600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_10G167800-Pbre1_05G163200	GMYN	0.124087	0.314385	0.394696	Pbre1_10G167800-Pbre1_05G163200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_01G242200-Pbre1_01G242400	GMYN	0.0228668	0.0409698	0.558137	Pbre1_01G242200-Pbre1_01G242400.cds_aln.axt.kaks	Conservation	TD
Pbre1_04G142400-Pbre1_07G196000	GMYN	0.0697261	0.196674	0.354526	Pbre1_04G142400-Pbre1_07G196000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_04G056800-Pbre1_04G057000	GMYN	0.135239	0.42575	0.317649	Pbre1_04G056800-Pbre1_04G057000.cds_aln.axt.kaks	Conservation	TD
Pbre1_10G347400-Pbre1_08G239400	GMYN	0.16087	2.11508	0.0760583	Pbre1_10G347400-Pbre1_08G239400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_01G232600-Pbre1_01G233000	GMYN	0.00268112	0.0172936	0.155035	Pbre1_01G232600-Pbre1_01G233000.cds_aln.axt.kaks	Conservation	PD
Pbre1_11G089400-Pbre1_08G041400	GMYN	0.0135284	0.0572793	0.236183	Pbre1_11G089400-Pbre1_08G041400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_15G030400-Pbre1_15G030800	GMYN	0.0687017	0.124157	0.553345	Pbre1_15G030400-Pbre1_15G030800.cds_aln.axt.kaks	Conservation	PD
Pbre1_09G492800-Pbre1_09G493000	GMYN	0.402471	3.77324	0.106665	Pbre1_09G492800-Pbre1_09G493000.cds_aln.axt.kaks	Conservation	TD
Pbre1_13G377400-Pbre1_15G365400	GMYN	0.449465	2.58228	0.174057	Pbre1_13G377400-Pbre1_15G365400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_10G246000-Pbre1_10G238800	GMYN	0.180778	0.165832	1.09013	Pbre1_10G246000-Pbre1_10G238800.cds_aln.axt.kaks	Specialization	TRD
Pbre1_16G488400-Pbre1_16G488800	GMYN	0.00637584	0.0233832	0.272668	Pbre1_16G488400-Pbre1_16G488800.cds_aln.axt.kaks	Specialization	PD
Pbre1_08G126800-Pbre1_15G116800	GMYN	0.14537	0.681875	0.213191	Pbre1_08G126800-Pbre1_15G116800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_14G187600-Pbre1_15G043200	GMYN	0.0839518	0.341534	0.245808	Pbre1_14G187600-Pbre1_15G043200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_14G221400-Pbre1_06G178200	GMYN	0.0711128	0.354292	0.200718	Pbre1_14G221400-Pbre1_06G178200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_13G048800-Pbre1_13G049000	GMYN	0.0780596	0.175439	0.44494	Pbre1_13G048800-Pbre1_13G049000.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_15G075800-Pbre1_15G065200	GMYN	0.217607	0.431122	0.504746	Pbre1_15G075800-Pbre1_15G065200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_09G470000-Pbre1_05G455400	GMYN	0.132034	0.442274	0.298534	Pbre1_09G470000-Pbre1_05G455400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_05G440000-Pbre1_05G440200	GMYN		0.190808	1.00079e-12	Pbre1_05G440000-Pbre1_05G440200.cds_aln.axt.kaks	Conservation	TD
Pbre1_17G163400-Pbre1_17G163600	GMYN	0.0652556	0.144014	0.45312	Pbre1_17G163400-Pbre1_17G163600.cds_aln.axt.kaks	Specialization	TD
Pbre1_04G004000-Pbre1_09G046200	GMYN	0.132163	0.182375	0.724676	Pbre1_04G004000-Pbre1_09G046200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_16G234800-Pbre1_16G235000	GMYN	0.47593	1.58326	0.300601	Pbre1_16G234800-Pbre1_16G235000.cds_aln.axt.kaks	Specialization	TD
Pbre1_13G327400-Pbre1_17G044200	GMYN	0.198142	0.547852	0.361671	Pbre1_13G327400-Pbre1_17G044200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_01G075800-Pbre1_09G171600	GMYN	0.0981418	0.195063	0.503128	Pbre1_01G075800-Pbre1_09G171600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_05G438400-Pbre1_15G778400	GMYN	0.0385328	0.0674501	0.571279	Pbre1_05G438400-Pbre1_15G778400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_16G460600-Pbre1_03G261800	GMYN	0.217788	0.524931	0.414888	Pbre1_16G460600-Pbre1_03G261800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_08G137800-Pbre1_08G138400	GMYN	0.0649824	0.166733	0.389739	Pbre1_08G137800-Pbre1_08G138400.cds_aln.axt.kaks	Specialization	PD
Pbre1_05G242800-Pbre1_05G243200	GMYN	0.166898	0.272596	0.612255	Pbre1_05G242800-Pbre1_05G243200.cds_aln.axt.kaks	Neofunctionalization(Child)	PD
Pbre1_02G350800-Pbre1_02G199400	GMYN	0.28385	0.695986	0.407839	Pbre1_02G350800-Pbre1_02G199400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_16G147400-Pbre1_13G142000	GMYN	0.0485095	0.211654	0.229193	Pbre1_16G147400-Pbre1_13G142000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_14G399400-Pbre1_06G363200	GMYN	0.035715	0.180097	0.19831	Pbre1_14G399400-Pbre1_06G363200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_12G380200-Pbre1_12G380600	GMYN	0.170123	0.34768	0.48931	Pbre1_12G380200-Pbre1_12G380600.cds_aln.axt.kaks	Conservation	PD
Pbre1_08G332800-Pbre1_08G333400	GMYN	0.0833796	0.086924	0.959225	Pbre1_08G332800-Pbre1_08G333400.cds_aln.axt.kaks	Specialization	PD
Pbre1_13G053400-Pbre1_16G058000	GMYN	0.0228815	0.181088	0.126356	Pbre1_13G053400-Pbre1_16G058000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_02G022800-Pbre1_02G023000	GMYN	0.0317978	0.350167	0.0908077	Pbre1_02G022800-Pbre1_02G023000.cds_aln.axt.kaks	Conservation	TD
Pbre1_08G287800-Pbre1_17G387000	GMYN	0.307166	1.83294	0.167581	Pbre1_08G287800-Pbre1_17G387000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_06G036800-Pbre1_17G473200	GMYN	0.148416	0.3753	0.395458	Pbre1_06G036800-Pbre1_17G473200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_15G625000-Pbre1_09G049000	GMYN	0.395233	0.948055	0.416889	Pbre1_15G625000-Pbre1_09G049000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_05G123200-Pbre1_05G123600	GMYN	0.0125626	0.0540286	0.232518	Pbre1_05G123200-Pbre1_05G123600.cds_aln.axt.kaks	Specialization	PD
Pbre1_13G073200-Pbre1_13G073400	GMYN	0.0664728	0.14004	0.474669	Pbre1_13G073200-Pbre1_13G073400.cds_aln.axt.kaks	Specialization	TD
Pbre1_13G419000-Pbre1_14G306400	GMYN	0.390179	0.759428	0.51378	Pbre1_13G419000-Pbre1_14G306400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_07G325800-Pbre1_07G326000	GMYN	0.0495431	0.0895631	0.553164	Pbre1_07G325800-Pbre1_07G326000.cds_aln.axt.kaks	Specialization	TD
Pbre1_09G375200-Pbre1_17G384400	GMYN	0.0107551	0.15268	0.0704418	Pbre1_09G375200-Pbre1_17G384400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_04G094600-Pbre1_06G242000	GMYN	0.239136	0.360712	0.662955	Pbre1_04G094600-Pbre1_06G242000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_02G032600-Pbre1_08G018800	GMYN	0.2184	0.441264	0.494943	Pbre1_02G032600-Pbre1_08G018800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_05G502800-Pbre1_16G368000	GMYN	0.334535	0.580055	0.57673	Pbre1_05G502800-Pbre1_16G368000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_01G076000-Pbre1_09G171600	GMYN	0.11986	0.473833	0.252957	Pbre1_01G076000-Pbre1_09G171600.cds_aln.axt.kaks	Conservation	TRD
